Minis ; ; ; ;; ; ; ; ;; 
PEUGEOT 206   ;235;0,7;-;37,7;40,4; 5 571;1,1;- ;36,9;59,3
PEUGEOT 207   ;323;1;-;71,5;67,2; 11 456;2,2;- ;49,4;41,4
PEUGEOT 208 ; 1 211 ;3,8;;X;57,1; 11 844;2,3; ;X;56,3
RENAULT CLIO   ; 1 352 ;4,3;+;32;75,9; 21 963;4,2;+ ;7,8;57,4
RENAULT WIND   ;14;0;-;54,8;42,9;628;0,1;- ;69,8;59,1
SEAT IBIZA, CORDOBA ; 2 496 ;7,9;+;49,5;50,6; 29 652;5,7;+ ;5,2;44,6
SKODA FABIA   ; 3 297 ;10,4;+;9,2;44,6; 40 740;7,8;- ;14,4;46,1
SUZUKI SWIFT   ;596;1,9;-;56,3;43,6; 10 014;1,9;- ;8,3;26,5
SUZUKI SX4   ;290;0,9;-;46;28,6; 5 575;1,1;- ;23,5;25,3
TOYOTA YARIS, DAIHATSU CHARADE ; 1 532 ;4,8;-;3,1;32,1; 23 803;4,6;+ ;18,2;28,1
VW POLO   ; 3 724 ;11,8;-;32,2;42,5; 76 507;14,7;- ;15,7;38,4
SONSTIGE   ;- ;-;-;100;-;12;0;- ;98,3;75
ZUSAMMEN  ; 31 641 ;15,5;-;26,9;58,4; 519 436;16,9;- ;11,2;52,4
Kompaktklasse ; ; ; ;; ; ; ; ;; 
ALFA GIULIETTA   ;327;0,7;-;15,9;81,3; 5 138;0,7;- ;18,9;57,6
AUDI A3, S3, RS3   ; 2 268 ;4,7;-;44,4;78,7; 45 999;6,3;- ;14,5;74,8
BMW 1ER   ; 6 532 ;13,5;+;42;39,1; 59 241;8,1;+ ;12;57,3
CHEVROLET CRUZE ;929;1,9;+;170,8;79; 6 374;0,9;+ ;46,3;73,8
CITROEN C4   ;695;1,4;-;18,2;76,3; 12 687;1,7;- ;22,7;71,3
CITROEN DS4   ;137;0,3;-;6,2;86,1; 2 758;0,4;+ ;5,3;77,8
DACIA LOGAN   ;559;1,2;-;7,1;35,1; 7 366;1;+ ;7,5;26,1
DACIA SANDERO   ;686;1,4;-;15,5;34,8; 13 346;1,8;+ ;14,8;11,4
DODGE CALIBER   ;- ;-;;X;-;13;0;- ;91,9;76,9
FIAT BRAVO, BRAVA ;30;0,1;-;51,6;33,3;759;0,1;- ;47,6;48,5
FORD FOCUS   ; 3 283 ;6,8;-;28,9;72,7; 47 936;6,5;- ;21,6;71,5
GM CHEVROLET VOLT ;1;0;;X;-;25;0; ;-;68
HONDA CIVIC   ;443;0,9;-;50,3;37; 5 859;0,8;- ;24,8;34,1
HYUNDAI I 30   ; 3 166 ;6,5;+;28,1;82,8; 28 789;3,9;- ;12;59,1
KIA CEED   ; 1 120 ;2,3;-;10;71,5; 13 902;1,9;+ ;44,3;57,3
KIA RIO   ;515;1,1;-;43,5;52,6; 10 159;1,4;+ ;141,9;46,4
LADA 1118   ;21;0;;X;90,5;72;0;- ;41,9;77,8
LADA 2170   ;13;0;;X;46,2;74;0;- ;32,1;56,8
LANCIA DELTA   ;17;0;-;81,9;76,5;445;0,1;- ;33,9;69,4
LEXUS CT   ;176;0,4;-;4,3;90,9; 1 412;0,2;- ;7,4;69,5
MAZDA MX-5   ;135;0,3;+;43,6;87,4; 2 192;0,3;- ;18,9;61
MAZDA 3   ;690;1,4;+;10,4;83,6; 8 591;1,2;- ;22;43,6
MERCEDES A-KLASSE ; 4 231 ;8,7;+;46,5;40,1; 31 973;4,4;- ;26,6;48,5
MITSUBISHI LANCER ;28;0,1;-;81;35,7; 1 577;0,2;- ;54,3;36,5
NISSAN LEAF   ;30;0,1;;X;100;451;0,1; ;X;93,1
OPEL AMPERA   ;15;0;-;89,1;80;828;0,1;+ ;243,6;84,9
OPEL ASTRA   ; 3 412 ;7;-;50,2;75,5; 66 981;9,1;- ;22,6;72,7
PEUGEOT 308   ;698;1,4;-;43,2;74,9; 12 215;1,7;- ;21,9;66
RENAULT FLUENCE  ;13;0;;X;76,9;348;0;- ;55;71,8
RENAULT MEGANE   ; 1 772 ;3,7;-;2,9;80,8; 23 909;3,3;- ;16,2;71,1
SKODA OCTAVIA   ; 3 019 ;6,2;-;17,9;56,7; 46 318;6,3;- ;0,5;56,5
SKODA RAPID ;265;0,5;;X;45,7;903;0,1; ;X;79,3
SUBARU IMPREZA   ;8;0;-;85,7;50;172;0;- ;81,1;72,1
TOYOTA AURIS   ; 1 239 ;2,6;+;13,6;73,6; 11 593;1,6;- ;13,3;35,9
TOYOTA PRIUS   ;167;0,3;-;13;55,7; 2 584;0,4;+ ;27,4;49,4
TOYOTA VERSO   ;454;0,9;-;27,5;43,4; 6 980;0,9;- ;3,3;31,7
VOLVO C30   ;59;0,1;-;65,3;54,2; 1 494;0,2;- ;7,7;60,7
VW BEETLE   ;627;1,3;+;83,9;66,2; 8 968;1,2;+ ;561,4;51,8
VW EOS   ;89;0,2;-;37,8;70,8; 3 618;0,5;- ;43;73,8
VW GOLF, JETTA   ; 10 666 ;22;-;34,7;71,8; 240 700;32,8;- ;6,7;68,3
SONSTIGE   ;3;0;-;93;100;21;0;- ;97,4;66,7
ZUSAMMEN  ; 48 538 ;23,8;-;17,5;64; 734 770;23,8;- ;8,8;62,9
Mittelklasse ; ; ; ;; ; ; ; ;; 
ALFA 159, BRERA, GTV, SPIDER ;10;0;-;91,7;70;578;0,1;- ;68,6;86,2
ALPINA D3   ;3;0;-;91,2;33,3;97;0;- ;30,2;52,6
AUDI A4, S4, RS4   ; 4 255 ;14,8;+;6,8;86,2; 57 633;13,6;- ;2,4;83,9
AUDI A5, S5, RS5   ;725;2,5;-;41,7;74,8; 21 369;5;- ;4,5;68,9
BMW 3ER   ; 6 047 ;21,1;-;14,4;68,2; 62 506;14,7;+ ;0,4;77,7
CHEVROLET MALIBU ;30;0,1;;X;86,7;422;0,1; ;X;91,2
CITROEN C5   ;273;1;-;45,2;78,8; 4 487;1,1;- ;19;74,8
CITROEN DS5   ;115;0,4;;X;93; 2 137;0,5;+ ;2 749,3;84,5
DODGE AVENGER   ;- ;-;;X;-;6;0; ;X;83,3
FORD MONDEO   ;583;2;-;69,9;95,5; 18 958;4,5;- ;15,9;90,4
GM CADILLAC ATS ;24;0,1;;X;100;24;0; ;X;100
HONDA ACCORD   ;58;0,2;-;59,4;58,6; 1 727;0,4;- ;36,7;59,5
HYUNDAI COUPE   ;46;0,2;;X;93,5;368;0,1;- ;29,1;69,3
HYUNDAI ELANTRA   ;4;0;;X;-;88;0;+ ;125,6;3,4
HYUNDAI I 40   ; 1 455 ;5,1;+;606,3;97,1; 8 628;2;+ ;433,3;86,8
INFINITI G37   ;- ;-;;X;-;38;0;- ;45,7;73,7
KIA OPTIMA   ;69;0,2;;X;89,9;584;0,1; ;X;84,9
LANCIA FLAVIA ;7;0;;X;100;120;0; ;X;89,2
LEXUS IS   ;24;0,1;-;33,3;83,3;260;0,1;- ;38,2;70,4
MAZDA 6   ;736;2,6;+;97,8;88,5; 6 102;1,4;- ;23,6;66,2
MERCEDES C-KLASSE; 3 598 ;12,5;-;43,2;63,3; 69 052;16,3;- ;13,5;63,5
MERCEDES  CLA-KLASSE ;4;0;;X;100;41;0; ;X;100
OPEL CASCADA ;23;0,1;;X;100;23;0; ;X;100
OPEL INSIGNIA   ;998;3,5;-;54,3;85,9; 20 910;4,9;- ;21,7;86
PEUGEOT 508   ;442;1,5;-;31,3;76,5; 7 468;1,8;- ;6,4;76,7
RENAULT LAGUNA   ;248;0,9;+;11,7;79,4; 3 453;0,8;- ;28,9;77,6
SAAB 9-3   ;- ;-;;X;-;42;0;- ;87,8;38,1
SEAT EXEO   ;259;0,9;-;67;89,2; 4 520;1,1;- ;27,2;82,3
SKODA SUPERB   ;946;3,3;-;27,8;69,7; 15 388;3,6;- ;7,6;70,9
SUBARU LEGACY   ;26;0,1;-;60;73,1;955;0,2;+ ;10,9;73,1
SUZUKI KIZASHI   ;29;0,1;-;50;75,9;455;0,1;- ;42;58,2
TOYOTA AVENSIS, CARINA ;509;1,8;-;24,3;57,2; 8 387;2;- ;5,1;44
VOLVO V50   ;14;0;-;95;92,9; 3 127;0,7;- ;12,8;56,9
VOLVO 40   ;444;1,5;;X;59,2; 2 536;0,6;+ ;857;70,2
VOLVO 60   ;396;1,4;-;43,4;82,1; 8 109;1,9;- ;23,7;73,5
VW PASSAT   ; 6 042 ;21,1;-;16,1;90,8; 89 333;21;- ;13,7;89,3
VW SCIROCCO   ;234;0,8;-;12;65,8; 4 474;1,1;- ;35,2;73
SONSTIGE   ;2;0;-;92;100;24;0;- ;95,2;75
ZUSAMMEN  ; 28 678 ;14;-;21,4;79; 424 429;13,8;- ;8,9;77,9
Obere Mittelklasse ; ; ; ;; ; ; ; ;; 
ALPINA B3   ;3;0;;X;33,3;46;0;- ;70,9;65,2
ALPINA B5   ;4;0;;X;50;55;0;- ;52,6;81,8
ALPINA D5 BITURBO ;18;0,2;;X;61,1;125;0,1; ;X;70,4
AUDI A6, S6, RS6, A7 ; 2 457 ;25,4;-  ;44,9;85,6; 52 710;36,1;+ ;14,4;85,3
BMW 5ER   ; 3 877 ;40,1;-  ;12,9;76,4; 48 107;32,9;- ;19,5;83,3
CITROEN C6   ;57;0,6;;X;91,2;134;0,1;+ ;94,2;73,9
INFINITI M   ;6;0,1;;X;66,7;160;0,1;- ;28,6;83,8
JAGUAR XF   ;209;2,2;-  ;18;87,1; 2 324;1,6;+ ;21,2;80,9
LANCIA THEMA   ;12;0,1;;X;83,3;184;0,1;+ ;44,9;75,5
LEXUS GS   ;30;0,3;;X;73,3;403;0,3;+ ;1 121,2;71,2
MERCEDES E-KLASSE ; 2 694 ;27,9;-  ;33,7;69; 37 302;25,5;- ;25,3;67,2
RENAULT LATITUDE ;6;0,1;-  ;89,3;83,3;116;0,1;- ;50,2;76,7
VOLVO 70   ;268;2,8;-  ;3,2;79,5; 4 098;2,8;- ;7,1;73,9
VOLVO 80   ;22;0,2;-  ;65,6;77,3;342;0,2;- ;0,3;81
SONSTIGE   ;3;0;;X;66,7;46;0;- ;85,4;78,3
ZUSAMMEN  ; 9 666 ;4,7;-  ;29,4;77; 146 152;4,7;- ;10,7;79,5
Oberklasse ; ; ; ;; ; ; ; ;; 
ALPINA B7 BITURBO ;- ;-;;X;-;10;0; ;X;90
AUDI A8, S8   ;184;10,2;-;9,8;91,8; 3 675;14,4;- ;22,3;95,3
BENTLEY CONTINENTAL ;25;1,4;;X;72;364;1,4;+ ;54,2;69,8
BENTLEY MULSANNE ;1;0,1;;X;100;23;0,1;- ;32,4;78,3
BMW 6ER   ;160;8,9;+;31,1;72,5; 3 006;11,7;+ ;78,8;81
BMW 7ER   ;405;22,5;+;6;79,8; 4 457;17,4;- ;12;90,6
GM CADILLAC CTS   ;3;0,2;;X;66,7;48;0,2;- ;15,8;79,2
JAGUAR XJ   ;16;0,9;-;63,6;100;427;1,7;- ;30,6;86,4
LEXUS LS   ;1;0,1;;X;100;15;0,1;- ;54,5;80
MASERATI QUATTROPORTE ;- ;-;;X;-;22;0,1;- ;57,7;63,6
MAYBACH   ;2;0,1;;X;100;35;0,1;+ ;25;97,1
MERCEDES CL-KLASSE ;14;0,8;;X;50;218;0,9;- ;43,1;77,5
MERCEDES CLS   ;422;23,5;-;1,6;76,5; 4 480;17,5;- ;28,3;79,3
MERCEDES S-KLASSE ;182;10,1;-;20,5;83,5; 3 304;12,9;- ;30,1;89
PORSCHE PANAMERA ;190;10,6;-;45,7;79,5; 3 489;13,6;+ ;2,9;81,2
ROLLS-ROYCE GHOST ;6;0,3;;X;83,3;32;0,1;- ;11,1;75
ROLLS-ROYCE PHANTOM ;1;0,1;;X;100;14;0,1; ;X;100
VW PHAETON   ;187;10,4;+;2,7;93,6; 1 969;7,7;- ;17,5;86,9
ZUSAMMEN  ; 1 799 ;0,9;-;10,4;81,3; 25 588;0,8;- ;13,9;85,8
Gel‰ndewagen ; ; ; ;; ; ; ; ;; 
AUDI Q3   ; 1 763 ;5,1;+;64,6;50,7; 25 741;5,6;+ ;778,2;39,4
AUDI Q5   ; 1 983 ;5,7;+;70,8;68,2; 20 167;4,4;- ;7,2;63,1
AUDI Q7   ;175;0,5;-;25,5;76,6; 3 852;0,8;- ;12,7;78,2
BMW X1   ; 2 651 ;7,6;-;15,9;35,6; 27 004;5,9;- ;19,3;55
BMW X3   ; 1 879 ;5,4;-;10,1;53,6; 25 680;5,6;+ ;23,1;52,3
BMW X5   ;594;1,7;-;35,4;75,3; 8 166;1,8;- ;17,3;78,9
BMW X6   ;307;0,9;-;22,1;75,2; 4 445;1;+ ;1;77,6
CHEVROLET CAPTIVA ;241;0,7;-;0,8;61; 4 868;1,1;+ ;64,7;59,6
CITROEN C-CROSSER ;1;0;;X;100;256;0,1;- ;49,5;75
DACIA DUSTER   ; 1 217 ;3,5;-;22,7;25,5; 19 218;4,2;- ;15,4;15,8
DAIHATSU TERIOS   ;65;0,2;-;25,3;84,6;453;0,1;- ;43,8;59,2
DODGE NITRO   ;6;0;;X;33,3;70;0;+ ;7,7;40
FIAT SEDICI   ;66;0,2;-;40;48,5; 1 181;0,3;- ;27,3;45,5
FORD KUGA   ;508;1,5;-;56,1;78,7; 20 138;4,4;+ ;18,6;73,5
GM CADILLAC ESCALADE ;4;0;;X;75;77;0;- ;28;84,4
HONDA CR-V   ;372;1,1;+;1,1;46,2; 6 909;1,5;+ ;23,7;52,1
HYUNDAI IX 35   ; 1 679 ;4,8;+;64;69,6; 19 107;4,1;+ ;44,2;38,9
HYUNDAI IX 55   ;11;0;-;63,3;100;326;0,1;- ;30,5;77,3
HYUNDAI SANTA FE  ;138;0,4;+;9,5;71,7; 1 854;0,4;- ;5,1;61,7
INFINITI EX30D   ;5;0;;X;60;69;0;+ ;7,8;62,3
INFINITI FX   ;38;0,1;-;58,7;71,1;645;0,1;- ;2,7;72,6
JEEP COMPASS   ;72;0,2;+;60;76,4; 1 389;0,3;+ ;63,2;60,1
JEEP GRAND CHEROKEE ;221;0,6;+;30,8;73,8; 3 134;0,7;+ ;125,5;66,3
JEEP WRANGLER   ;159;0,5;+;51,4;69,8; 2 061;0,4;+ ;62;55,8
KIA SORENTO   ;185;0,5;-;49,3;84,3; 3 329;0,7;+ ;0,8;73,5
KIA SPORTAGE   ; 1 069 ;3,1;+;32,1;61; 12 511;2,7;+ ;37,6;41,1
LADA NIVA   ;219;0,6;+;25,9;56,2; 1 429;0,3;- ;20,3;35,1
LAND ROVER DISCOVERY ;155;0,4;-;18;75,5; 1 486;0,3;+ ;11,9;71,5
LAND ROVER FREELANDER ;181;0,5;+;129,1;64,6; 1 557;0,3;+ ;2,9;60,9
LAND ROVER RANGE ROVER ;79;0,2;-;30,1;79,7;919;0,2;+ ;10,7;83,9
LAND ROVER RANGE ROVER EVO. ;305;0,9;+;34,4;66,6; 5 046;1,1;+ ;376,9;56,5
LAND ROVER RANGE ROVER SPORT ;151;0,4;-;10,7;88,7; 2 093;0,5;+ ;10,4;74,3
LEXUS RX  ;82;0,2;-;10,9;63,4;766;0,2;+ ;6,8;61
MAZDA CX-5 ;682;2;;X;24; 8 667;1,9; ;X;36,7
MAZDA CX-7   ;91;0,3;-;43,5;89; 1 436;0,3;- ;51,4;79,3
MERCEDES G-KLASSE ;176;0,5;+;32,3;73,3; 1 680;0,4;+ ;32,4;78
MERCEDES GL-KLASSE ;194;0,6;+;223,3;86,6;705;0,2;- ;39;88,4
MERCEDES GLK   ; 1 461 ;4,2;+;20;58,2; 18 776;4,1;+ ;33,5;60,6
MERCEDES ML-KLASSE ; 1 051 ;3;-;26,9;76,7; 14 844;3,2;+ ;116,7;72,6
MERCEDES R-KLASSE ;227;0,7;-;3,4;94,7; 1 242;0,3;- ;42,5;88,7
MITSUBISHI ASX   ;390;1,1;-;34,1;34,9; 8 363;1,8;- ;17,1;32,1
MITSUBISHI OUTLANDER ;332;1;+;2,8;49,4; 4 056;0,9;- ;10,6;49,1
MITSUBISHI PAJERO, MONTERO ;121;0,3;-;32,8;55,4; 1 538;0,3;- ;19,8;52
NISSAN MURANO   ;13;0;-;60,6;76,9;341;0,1;- ;26,7;67,4
NISSAN PATHFINDER ;106;0,3;-;3,6;83;885;0,2;- ;0,7;69,8
NISSAN QASHQAI   ; 1 723 ;5;-;26,1;48,8; 28 982;6,3;- ;11,2;44,7
NISSAN X-TRAIL   ;221;0,6;+;50,3;78,7; 1 800;0,4;- ;3,7;52
OPEL ANTARA   ;82;0,2;-;51,8;74,4; 2 200;0,5;+ ;35,1;69,5
OPEL MOKKA ;997;2,9;;X;63,7; 2 562;0,6; ;X;79,2
PEUGEOT 4007   ;16;0;-;61,9;81,3;286;0,1;- ;39,9;70,6
PEUGEOT 4008 ;121;0,3;;X;69,4;785;0,2; ;X;83,4
PORSCHE CAYENNE ;590;1,7;+;33,2;71,2; 8 521;1,8;+ ;39,9;66,3
RENAULT KOLEOS   ;183;0,5;+;55,1;77; 2 133;0,5;- ;0,7;62,2
SKODA YETI   ; 1 602 ;4,6;-;4,8;38; 22 246;4,8;+ ;14,6;31,2
SSANGYONG KORANDO, ACTYON ;45;0,1;+;55,2;71,1;449;0,1;+ ;63,9;49
SSANGYONG REXTON ;71;0,2;;X;84,5;214;0;+ ;219,4;87,9
SUBARU FORESTER;872;2,5;+;325,4;89,6; 5 004;1,1;+ ;50,3;77,9
SUBARU XV ;189;0,5;;X;63,5; 2 542;0,6; ;X;43,7
SUZUKI GRAND VITARA ;317;0,9;-;23,1;57,1; 3 956;0,9;- ;15,3;37,6
SUZUKI JIMNY   ;352;1;-;27,3;41,8; 4 337;0,9;+ ;4,4;22,9
TOYOTA LANDCRUISER ;99;0,3;- ;69;72,7; 1 853;0,4;- ;6,1;74,6
TOYOTA RAV 4   ;256;0,7;- ;76,4;60,2; 5 616;1,2;- ;24,1;51,5
VOLVO XC60   ;578;1,7;- ;42,1;70,4; 9 809;2,1;+ ;4,3;66,3
VOLVO XC70   ;90;0,3;-  ;41,2;72,2; 1 292;0,3; ;-;71,4
VOLVO XC90   ;126;0,4;- ;33,7;77,8; 1 850;0,4;- ;18,1;71,7
VW TIGUAN   ; 3 932 ;11,3;+ ;14,6;51,2; 55 615;12,1;+ ;21,8;43,2
VW TOUAREG   ;777;2,2;- ;12,3;84,7; 10 641;2,3;+ ;1,9;83,8
SONSTIGE   ;1;0;;X;100;72;0;- ;89,8;62,5
ZUSAMMEN  ; 34 665 ;17;+ ;1,8;57,8; 461 244;15;+ ;17,4;52,2
Sportwagen ; ; ; ;; ; ; ; ;; 
ALFA 8C COMPETIZIONE ;1;0,1;;X;100;8;0; ;X;62,5
ASTON MARTIN DBS ;- ;-;;X;-;31;0,1;- ;52,3;80,6
ASTON MARTIN DB9 ;- ;-;;X;-;16;0;- ;76,1;62,5
ASTON MARTIN RAPIDE ;3;0,2;;X;66,7;46;0,1;- ;54,5;78,3
ASTON MARTIN VIRAGE ;- ;-;;X;-;39;0,1;+ ;11,4;87,2
ASTON MARTIN V8   ;7;0,4;;X;14,3;159;0,4;- ;8,1;62,3
ASTON MARTIN V12  ;1;0,1;;X;100;24;0,1;- ;41,5;70,8
AUDI R8   ;22;1,2;;X;95,5;647;1,5;+ ;17,9;87
AUDI TT   ;140;7,6;- ;28,2;67,1; 4 834;11;- ;16,7;63,5
BMW Z1   ;- ;-;;X;-;2;0; ;X;-
BMW Z4   ;104;5,7;- ;11,1;59,6; 3 119;7,1;- ;30,4;65,3
FERRARI CALIFORNIA ;- ;-;;X;-;143;0,3;- ;25,1;60,1
FERRARI F 12 ;5;0,3;;X;80;37;0,1; ;X;78,4
FERRARI F 360   ;1;0,1;;X;-;1;0; ;X;-
FERRARI F 430   ;- ;-;;X;-;5;0; ;X;60
FERRARI FF   ;2;0,1;;X;100;114;0,3;+ ;96,6;65,8
FERRARI 458   ;7;0,4;- ;72;57,1;458;1;+ ;28,7;55
FERRARI 599 GTB   ;2;0,1;;X;100;10;0; ;X;70
FERRARI 599 GTO   ;4;0,2;;X;100;5;0;- ;88,9;100
FORD MUSTANG   ;- ;-;;X;-;7;0; ;X;71,4
GM CAMARO   ;22;1,2;;X;68,2;731;1,7;+ ;1 561,4;36,9
GM CORVETTE   ;- ;-;;X;-;59;0,1;- ;67,2;52,5
HONDA CR-Z   ;15;0,8;- ;59,5;86,7;390;0,9;- ;49,4;70,8
HYUNDAI VELOSTER ;101;5,5;- ;21,7;91,1; 1 553;3,5;+ ;98,6;77,1
JAGUAR XK   ;18;1;;X;66,7;438;1;- ;21,8;85,4
LAMBORGHINI AVENTADOR ;1;0,1;;X;100;44;0,1; ;X;59,1
LAMBORGHINI GALLARDO ;- ;-;;X;-;60;0,1;- ;11,8;66,7
LAMBORGHINI MURCIELAGO ;- ;-;;X;-;2;0; ;X;100
LEXUS LFA   ;- ;-;;X;-;3;0; ;X;100
LOTUS ELISE   ;2;0,1;;X;-;41;0,1;+ ;7,9;29,3
LOTUS EVORA   ;- ;-;;X;-;15;0;- ;62,5;40
MASERATI GRANTURISMO ;20;1,1;;X;80;206;0,5;- ;13,4;74,3
MERCEDES CLK  ;- ;-;;X;-;1;0; ;X;-
MERCEDES E-KLASSE COUPE ;411;22,3;-;18,1;54,7; 8 538;19,5;- ;25,2;49,1
MERCEDES SL   ;61;3,3;+;27,1;55,7; 2 260;5,2;+ ;256,5;63,1
MERCEDES SLK   ;170;9,2;-;73,8;38,2; 7 138;16,3;- ;17,5;43,9
MERCEDES SLR   ;1;0,1;;X;-;3;0; ;X;33,3
MERCEDES SLS AMG ;21;1,1;-;38,2;57,1;644;1,5;- ;35,2;63
MORGAN AERO 8   ;- ;-;;X;-;2;0; ;X;-
MORGAN 4/4   ;1;0,1;;X;-;92;0,2;- ;16,4;25
NISSAN GT-R   ;6;0,3;;X;50;161;0,4;+ ;14,2;69,6
NISSAN 370Z   ;13;0,7;;X;53,8;488;1,1;+ ;10,9;77,5
PEUGEOT RCZ   ;61;3,3;-;54,1;60,7; 1 764;4;- ;25,6;47,3
PORSCHE BOXSTER, CAYMAN ;152;8,3;+;157,6;62,5; 2 174;5;- ;1,9;57
PORSCHE CARRERA GT ;- ;-;;X;-;1;0; ;X;-
PORSCHE 911   ;379;20,6;+;0,5;63,1; 5 974;13,6;- ;6,3;63,1
SUBARU BRZ ;6;0,3;;X;50;81;0,2; ;X;86,4
TOYOTA GT 86 ;64;3,5;;X;26,6; 1 139;2,6; ;X;58,7
WIESMANN GT   ;1;0,1;;X;-;11;0; ;X;54,5
WIESMANN ROADSTER ;14;0,8;;X;64,3;96;0,2;- ;11,1;53,1
SONSTIGE   ;- ;-;;X;-;-;- ; ;X;-
ZUSAMMEN  ; 1 839 ;0,9;-;25;59,4; 43 814;1,4;- ;9,2;57,2
Mini-Vans   ; ;;;;;; ; ;;
DACIA LODGY ;630;4,7;;X;18,3; 4 973;2,5; ;X;25,4
FORD B-MAX ; 1 082 ;8,1;;X;63,2; 3 391;1,7; ;X;66,1
FORD FOCUS C-MAX ; 1 605 ;12,1;-;19,6;71,2; 26 283;13,2;- ;1,7;69,7
HYUNDAI IX 20   ;876;6,6;+;49,7;63,7; 8 936;4,5;+ ;12,2;25,8
KIA SOUL   ;48;0,4;-;50;45,8; 1 041;0,5;- ;17;37,9
