Minis ; ; ; ;; ; ; ; ;; 
LANCIA MUSA   ;22;0,2;-;15,4;90,9;318;0,2;- ;0,6;67,9
MERCEDES B-KLASSE ; 3 224 ;24,3;+;11;28,7; 59 420;29,7;+ ;97,7;36,6
NISSAN NOTE   ;328;2,5;+;27,6;56,7; 4 867;2,4;- ;8;56,9
OPEL MERIVA   ; 1 488 ;11,2;-;45,9;61,6; 25 449;12,7;- ;38,1;58,7
PEUGEOT 3008   ;241;1,8;-;33,2;65,6; 5 352;2,7;- ;21,4;72,2
RENAULT MODUS   ;229;1,7;-;40,4;46,7; 3 798;1,9;- ;23;32,1
RENAULT SCENIC   ; 1 252 ;9,4;-;17,2;67,3; 18 377;9,2;- ;13,4;62,9
SEAT ALTEA, TOLEDO, LEON ; 1 079 ;8,1;-;9,8;79,7; 18 968;9,5;+ ;0,2;66,8
SKODA ROOMSTER  ;901;6,8;-;9,1;50,3; 13 027;6,5;+ ;5,7;46,1
SUBARU TREZIA   ;62;0,5;;X;85,5;684;0,3;- ;16,7;55,8
TOYOTA URBAN CRUISER ;13;0,1;-;71,1;92,3;155;0,1;- ;53,7;49,7
TOYOTA VERSO-S   ;208;1,6;-;68,3;35,1; 4 747;2,4;- ;2,7;31,7
SONSTIGE   ;1;0;;X;100;8;0;- ;95,1;75
ZUSAMMEN  ; 13 289 ;6,5;-;3,6;53,6; 199 794;6,5;+ ;9,1;50,8
Groﬂraum-Vans   ; ;;;;;; ; ;;
CHEVROLET ORLANDO ;275;3,1;-;7,7;71,3; 5 547;3,5;+ ;37,8;63,8
CITROEN C8   ;22;0,2;-;40,5;36,4;405;0,3;- ;35,6;60,2
FIAT FREEMONT   ;374;4,2;+;163,4;74,3; 3 853;2,4;+ ;286,5;65,1
FIAT ULYSSE, SCUDO ;58;0,7;-;22,7;74,1;842;0,5;- ;16,3;79,8
FORD GALAXY   ;147;1,7;-;74,8;90,5; 5 678;3,6;- ;26,6;85,6
FORD S-MAX   ;249;2,8;-;80,3;90,8; 11 777;7,4;- ;25,7;80,5
KIA CARENS   ;8;0,1;-;69,2;50;230;0,1;- ;57,6;64,8
LANCIA VOYAGER   ;50;0,6;-;5,7;78;844;0,5;+ ;341,9;67,2
MAZDA 5   ;406;4,6;+;1,8;84,7; 6 017;3,8;- ;24,7;55,4
MERCEDES VIANO   ;710;8;-;20,5;69,3; 8 562;5,4;- ;23,3;70,7
OPEL ZAFIRA   ; 1 420 ;16,1;-;29,4;68,7; 29 956;18,9;+ ;52,3;65,2
PEUGEOT 807   ;34;0,4;-;17,1;61,8;462;0,3;- ;32,2;69,3
PEUGEOT 5008   ;205;2,3;-;26,5;64,9; 4 031;2,5;- ;30,8;74,4
RENAULT ESPACE   ;96;1,1;-;55,8;75; 1 628;1;- ;18,7;75,2
SEAT ALHAMBRA   ;564;6,4;-;0,9;77; 7 066;4,5;+ ;25,2;65,1
TOYOTA PRIUS PLUS ;139;1,6;;X;56,1; 1 150;0,7; ;X;62,3
VW SHARAN   ;970;11;-;23,5;76,6; 17 032;10,8;- ;22,8;75,4
VW TOURAN   ; 3 107 ;35,2;-;14,3;81,5; 53 025;33,5;- ;4,3;68,8
SONSTIGE   ;- ;-;-;100;-;21;0;- ;96,2;61,9
ZUSAMMEN  ; 8 834 ;4,3;-;25,2;76,4; 158 126;5,1;- ;2,4;69,6
Utilities ; ; ; ;; ; ; ; ;; 
CITROEN BERLINGO ;573;7,1;-;14,1;63,5; 11 182;9,2;+ ;0,6;59,7
CITROEN JUMPER   ;27;0,3;;X;85,2;282;0,2;+ ;15,1;81,6
CITROEN JUMPY   ;94;1,2;+;25,3;70,2; 1 185;1;+ ;25,1;71,6
CITROEN NEMO   ;13;0,2;;X;46,2;241;0,2;- ;40,8;61,8
DACIA DOKKER ;7;0,1;;X;71,4;18;0; ;X;72,2
FIAT DOBLO   ;106;1,3;-;26,9;75,5; 1 520;1,2;- ;44;64,7
FIAT DUCATO   ;63;0,8;+;6,8;84,1;885;0,7;+ ;22,2;69,3
FIAT FIORINO   ;65;0,8;-;26,1;49,2; 1 083;0,9;- ;41,7;47,4
FORD TRANSIT, TOURNEO ;519;6,4;+;20,7;92,7; 7 605;6,2;- ;1,6;93,1
HYUNDAI H-1 STAREX ;47;0,6;-;57,3;78,7; 1 101;0,9;- ;18,3;68,2
MERCEDES CITAN ;179;2,2;;X;89,9;653;0,5; ;X;95,9
MERCEDES SPRINTER ;262;3,2;-;29,6;85,1; 2 945;2,4;- ;2,7;88,7
MERCEDES VITO   ;513;6,3;-;31,5;78,6; 6 290;5,1;- ;7,3;82,1
NISSAN NV200   ;231;2,9;-;14,8;71; 2 337;1,9;+ ;11,4;57,1
NISSAN NV400 ;3;0;;X;100;34;0; ;X;73,5
NISSAN PRIMASTAR ;18;0,2;;X;94,4;169;0,1;+ ;1,8;81,1
OPEL COMBO   ;56;0,7;+;115,4;87,5; 2 095;1,7;+ ;311,6;90,7
OPEL MOVANO   ;16;0,2;;X;93,8;223;0,2;+ ;72,9;85,2
OPEL VIVARO   ;260;3,2;-;39,8;83,8; 3 356;2,7;- ;9,2;86,2
PEUGEOT BIPPER   ;25;0,3;;X;72;326;0,3;+ ;19,9;57,7
PEUGEOT BOXER   ;38;0,5;-;45,7;89,5;571;0,5;- ;8,6;87,6
PEUGEOT EXPERT   ;56;0,7;+;14,3;82,1;839;0,7;+ ;20,9;80,9
PEUGEOT PARTNER ;157;1,9;-;47,5;65,6; 3 611;3;- ;11,5;67,3
RENAULT KANGOO   ;263;3,3;-;47,1;63,1; 5 640;4,6;- ;22,3;62,9
RENAULT MASTER, NISSAN INTERSTAR ;31;0,4;-;13,9;87,1;410;0,3;+ ;70,1;83,9
RENAULT TRAFIC   ;109;1,3;-;34,3;77,1; 2 035;1,7;- ;16,6;78,3
VW CADDY   ; 1 928 ;23,9;-;25,2;85,8; 32 326;26,5;- ;13,6;67,6
VW CRAFTER   ;50;0,6;-;49,5;90; 1 045;0,9;+ ;2,7;90,9
VW TRANSPORTER, CARAVELLE ; 2 366 ;29,3;-;24,9;82,5; 32 152;26,3;+ ;0,7;78,1
SONSTIGE   ;6;0,1;;X;100;30;0;- ;94,1;90
ZUSAMMEN  ; 8 081 ;4;-;22,7;80,9; 122 189;4;- ;6;73,6
Wohnmobile ; ; ; ;; ; ; ; ;; 
CITROEN JUMPER  ;16;2;-;42,9;18,8;757;3,1;+ ;25,1;17,3
FIAT DUCATO   ;506;61,9;+;13,5;45,1; 16 367;68;+ ;13,4;33,5
FORD TRANSIT, TOURNEO ;61;7,5;-;36,5;73,8; 2 007;8,3;- ;12,6;72,8
IVECO DAILY   ;16;2;;X;12,5;301;1,3;- ;19,9;25,6
IVECO EUROCARGO ;1;0,1;;X;-;49;0,2;+ ;69;32,7
MERCEDES SPRINTER ;28;3,4;;X;25;501;2,1;+ ;23,4;24,6
MERCEDES VIANO   ;46;5,6;+;12,2;39,1;732;3;- ;4,8;65,8
PEUGEOT BOXER   ;9;1,1;;X;88,9;114;0,5;+ ;11,8;61,4
VW TRANSPORTER, CARAVELLE ;66;8,1;-;4,3;42,4; 1 720;7,1;+ ;5,5;54,9
SONSTIGE   ;69;8,4;+;4,5;30,4; 1 514;6,3;+ ;31,9;32,2
ZUSAMMEN  ;818;0,4;+;3;44; 24 062;0,8;+ ;10,4;38,5
