Minis ; ; ; ;; ; ; ; ;; 
PEUGEOT 3008;361;2,2;-;18;63,2; 6 807;3,2;+;9,1;70,8
RENAULT MODUS;384;2,4;+;46,6;22,1; 4 933;2,3;+;33,5;25,5
RENAULT SCENIC; 1 512;9,4;+;8,8;62,3; 21 228;9,8;-;6,4;58,1
SEAT ALTEA, TOLEDO, LEON; 1 196;7,4;+;5,7;63,2; 18 930;8,8;+;1,4;59,4
SKODA ROOMSTER;991;6,1;+;1,7;46; 12 324;5,7;+;9,7;41,1
SUBARU TREZIA;22;0,1;;X;59,1;821;0,4; ;X;70
TOYOTA URBAN CRUISER;45;0,3;+;60,7;66,7;335;0,2;-;69,7;40,9
TOYOTA VERSO-S;657;4,1;;X;34,9; 4 879;2,3; ;X;24,8
SONSTIGE;1;0;-;96,3;100;19;0;-;94,2;42,1
ZUSAMMEN   ; 16 119 ;6,6;-;6,2;54,6; 215 790;6,8;+ ;21,7;49,2
Groﬂraum-Vans ; ;;;;;; ; ;;
CHEVROLET ORLANDO;298;2,5;;X;55; 4 024;2,5; ;X;61
CHRYSLER VOYAGER;3;0;-;95,7;66,7;340;0,2;-;55,8;75,6
CITROEN C8;37;0,3;+;2,8;48,6;629;0,4;-;15,8;50,1
DODGE JOURNEY;6;0,1;;X;100;159;0,1;-;81,4;67,3
FIAT FREEMONT;142;1,2;;X;54,2;997;0,6; ;X;71
FIAT ULYSSE, SCUDO;75;0,6;-;20,2;77,3; 1 006;0,6;+;4,9;77,1
FORD GALAXY;583;4,9;+;2,6;86,6; 7 737;4,8;+;34,2;83,3
FORD S-MAX; 1 267;10,7;+;13,3;80,6; 15 843;9,8;+;39,9;79
KIA CARENS;26;0,2;;X;50;543;0,3;+;15,8;60,8
KIA CARNIVAL;17;0,1;;X;94,1;30;0;-;76,9;66,7
LANCIA VOYAGER;53;0,4;;X;60,4;191;0,1; ;X;82,7
MAZDA 5;399;3,4;+;11,8;55,6; 7 986;4,9;+;1,8;56,6
MERCEDES VIANO;893;7,6;+;28,1;62,8; 11 157;6,9;+;94,2;67,8
OPEL ZAFIRA; 2 011;17;-;0,8;72,7; 19 666;12,1;-;5,2;63,6
PEUGEOT 807;41;0,3;+;17,1;56,1;681;0,4;+;50,7;67,8
PEUGEOT 5008;279;2,4;-;37,7;62,7; 5 829;3,6;-;1,9;76,4
RENAULT ESPACE;217;1,8;+;22,6;78,3; 2 003;1,2;+;8;70,3
SEAT ALHAMBRA;569;4,8;+;65,9;67,3; 5 645;3,5;+;153,5;59,9
VW SHARAN; 1 268;10,7;-;21,1;71,9; 22 055;13,6;+;186,6;72,4
VW TOURAN; 3 624;30,7;-;0,1;67,8; 55 416;34,2;+;21,3;64,4
SONSTIGE;-;-;;X;-;17;0;-;91,4;58,8
ZUSAMMEN   ; 11 808 ;4,8;+;4,9;70,1; 161 954;5,1;+ ;35,6;67,9
Utilities ; ; ; ;; ; ; ; ;; 
CITROEN BERLINGO;667;6,4;-;21,8;39,4; 11 112;8,6;-;6;45,7
CITROEN JUMPER   ;13;0,1;;X;46,2;245;0,2;-;12,8;71,4
CITROEN JUMPY   ;75;0,7;+;11,9;56;947;0,7;+;12,5;71,8
CITROEN NEMO   ;19;0,2;-;34,5;63,2;407;0,3;-;45,6;58,2
FIAT DOBLO   ;145;1,4;-;18,1;62,8; 2 712;2,1;-;19,1;58,6
FIAT DUCATO   ;59;0,6;+;1,7;69,5;724;0,6;+;5,8;70,4
FIAT FIORINO   ;88;0,8;-;33,3;40,9; 1 859;1,4;+;1;46,6
FORD TRANSIT CONNECT;4;0;-;96,8;75;418;0,3;-;74,2;89,2
FORD TRANSIT, TOURNEO;430;4,1;-;36,6;92,3; 7 726;5,9;+;13,5;91,1
HYUNDAI H-1 STAREX;110;1,1;+;27,9;62,7; 1 348;1;+;21,8;66
MERCEDES SPRINTER;372;3,6;+;55;90,3; 3 028;2,3;+;0,4;91,1
MERCEDES VITO   ;749;7,2;+;82,7;79,2; 6 786;5,2;+;30;81
NISSAN NAVARA   ;-;-;;X;-;21;0;-;69,6;38,1
NISSAN NV200   ;271;2,6;+;163,1;47,2; 2 098;1,6;+;97;49
NISSAN PRIMASTAR;15;0,1;;X;80;166;0,1;+;50,9;77,1
OPEL COMBO   ;26;0,2;-;95,9;100;509;0,4;-;83,2;74,7
OPEL MOVANO   ;16;0,2;;X;81,3;129;0,1;+;152,9;83,7
OPEL VIVARO   ;432;4,1;+;12,5;89,4; 3 696;2,8;+;29,8;84,1
PEUGEOT BIPPER   ;17;0,2;-;68,5;41,2;272;0,2;-;72,4;48,9
PEUGEOT BOXER   ;70;0,7;;X;95,7;625;0,5;+;64;88,3
PEUGEOT EXPERT   ;49;0,5;-;9,3;61,2;694;0,5;+;9,6;74,2
PEUGEOT PARTNER;299;2,9;-;29,1;46,5; 4 082;3,1;-;17,6;49
RENAULT KANGOO   ;497;4,8;-;17,9;50,1; 7 263;5,6;+;6;46,7
RENAULT MASTER, NISSAN INTERSTAR;36;0,3;;X;77,8;241;0,2;-;6,9;85,1
RENAULT TRAFIC   ;166;1,6;-;10,3;72,3; 2 441;1,9;+;12,5;77,8
TOYOTA HIACE   ;2;0;-;94,6;100;42;0;-;81,2;90,5
VW CADDY   ; 2 576;24,6;+;18,1;79,2; 37 395;28,8;+;24,6;62
VW CRAFTER   ;99;0,9;+;30,3;91,9; 1 018;0,8;+;12,6;94,5
VW TRANSPORTER, CARAVELLE; 3 151;30,1;+;5,4;80,1; 31 924;24,6;-;8,7;80,8
SONSTIGE   ;1;0;;X;100;29;0;-;48,2;82,8
ZUSAMMEN ; 10 454 ;4,3;-;1,9;74,1; 129 957;4,1;+ ;2,4;68,6
Wohnmobile ; ; ; ;; ; ; ; ;; 
CITROEN JUMPER   ;28;3,5;;X;35,7;605;2,8;+;30,4;21,7
FIAT DUCATO   ;446;56,2;+;41,1;26,9; 14 428;66,2;+;32,6;35,2
FORD TRANSIT,   TOURNEO;96;12,1;+;104,3;80,2; 2 297;10,5;-;24,5;61,9
IVECO DAILY   ;19;2,4;;X;21,1;376;1,7;-;35,7;31,9
IVECO EUROCARGO;4;0,5;;X;50;29;0,1; ;X;55,2
MERCEDES SPRINTER;21;2,6;-;22,2;19;406;1,9;-;19,8;21,2
MERCEDES VIANO   ;41;5,2;;X;48,8;769;3,5;+;115,4;67,9
PEUGEOT BOXER   ;4;0,5;;X;25;102;0,5;+;148,8;57,8
RENAULT MASTER, NISSAN INTERSTAR;-;-;;X;-;20;0,1;-;85,5;60
VW TRANSPORTER, CARAVELLE;69;8,7;-;11,5;58; 1 631;7,5;-;5,1;53,5
SONSTIGE   ;66;8,3;+;65;39,4; 1 128;5,2;+;194,5;34,7
ZUSAMMEN ;794;0,3;+;40,3;38,3; 21 791;0,7;+ ;20,1;40
